,elections_year,region,commission_name,voters_number,ballots_number_received,issued_ballots_number_early,issued_ballots_number_voting_day_incide,issued_ballots_number_voting_day_outside,ballots_number_extinguished,ballots_number_portable_boxes,ballots_number_stationary_boxes,ballots_number_invalid,ballots_number_valid,ballots_number_absentee_received,ballots_number_absentee_issued,voters_number_voted_on_absentee_ballots,number_absentee_ballots_unused,ballots_number_absentee_issued_to_tik_voters,ballots_number_lost,ballots_number_not_counted,glazyev_sergey_yurievich_number,glazyev_sergey_yurievich_percent,malyshkin_oleg_alexandrovich_number,malyshkin_oleg_alexandrovich_percent,mironov_sergey_mikhailovich_number,mironov_sergey_mikhailovich_percent,putin_vladimir_vladimirovich_number,putin_vladimir_vladimirovich_percent,khakamada_irina_mutsuovna_number,khakamada_irina_mutsuovna_percent,kharitonov_nikolai_mikhailovich_number,kharitonov_nikolai_mikhailovich_percent,against_all_number,against_all_percent,link
438,2004-03-14,Пензенская область,Колышлейская,21233,20810,0,13244,1841,5725,1841,13244,106,14979,270,159,120,111,0,0,0,402,2.66,355,2.35,88,0.58,10111,67.03,196,1.3,3495,23.17,332,2.2,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882989&vrn=1001000882950&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
439,2004-03-14,Пензенская область,Кондольская,7917,8018,0,5029,1169,1820,1169,5029,57,6141,180,100,41,80,1,0,0,163,2.63,111,1.79,42,0.68,4259,68.72,78,1.26,1386,22.36,102,1.65,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882989&vrn=1001000882950&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
440,2004-03-14,Пензенская область,Кузнецкая,31168,29809,0,19250,2799,7760,2799,19245,199,21845,450,184,122,266,0,0,0,667,3.03,359,1.63,99,0.45,15556,70.57,289,1.31,4434,20.11,441,2.0,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882989&vrn=1001000882950&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
441,2004-03-14,Пензенская область,Кузнецкая городская,72588,73148,0,35762,2870,34516,2870,35759,286,38343,980,623,482,357,3,0,0,2010,5.2,857,2.22,207,0.54,24481,63.37,852,2.21,8466,21.92,1470,3.81,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882989&vrn=1001000882950&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
442,2004-03-14,Пензенская область,Лопатинская,12419,12588,0,9631,1053,1904,1053,9628,170,10511,199,174,70,25,1,0,0,142,1.33,136,1.27,48,0.45,8321,77.9,96,0.9,1653,15.48,115,1.08,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882989&vrn=1001000882950&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
443,2004-03-14,Пензенская область,Лунинская,17789,18315,0,11879,1961,4475,1961,11878,158,13681,277,154,134,123,3,0,0,391,2.83,316,2.28,91,0.66,9235,66.73,220,1.59,3171,22.91,257,1.86,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882989&vrn=1001000882950&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
444,2004-03-14,Пензенская область,Малосердобинская,9084,9179,0,6309,634,2236,634,6309,164,6779,180,55,21,125,0,0,0,203,2.92,131,1.89,32,0.46,4251,61.23,109,1.57,1962,28.26,91,1.31,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882989&vrn=1001000882950&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
445,2004-03-14,Пензенская область,Мокшанская,23504,23510,0,13709,2319,7482,2319,13706,166,15859,295,122,173,173,0,0,0,572,3.57,510,3.18,141,0.88,9793,61.11,321,2.0,4066,25.37,456,2.85,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882989&vrn=1001000882950&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
446,2004-03-14,Пензенская область,Наровчатская,10553,10575,0,8249,692,1634,692,8249,198,8743,170,76,35,94,0,0,0,175,1.96,190,2.13,36,0.4,6824,76.32,63,0.7,1369,15.31,86,0.96,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882989&vrn=1001000882950&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
447,2004-03-14,Пензенская область,Неверкинская,13738,13888,0,9690,1273,2925,1273,9686,198,10761,161,56,20,105,0,0,0,238,2.17,130,1.19,70,0.64,7402,67.54,107,0.98,2699,24.63,115,1.05,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882989&vrn=1001000882950&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
448,2004-03-14,Пензенская область,Нижнеломовская,36369,36369,0,20321,3245,12803,3245,20321,398,23168,450,176,102,274,1,0,0,703,2.98,456,1.93,125,0.53,15477,65.68,286,1.21,5620,23.85,501,2.13,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882989&vrn=1001000882950&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
449,2004-03-14,Пензенская область,Никольская,30923,30038,0,18299,2146,9593,2146,18298,261,20183,382,289,125,93,16,0,0,646,3.16,420,2.05,140,0.68,14292,69.91,296,1.45,3955,19.35,434,2.12,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882989&vrn=1001000882950&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
450,2004-03-14,Пензенская область,Пачелмская,14740,14710,0,9520,1167,4023,1167,9511,114,10564,189,80,38,109,0,0,0,239,2.24,246,2.3,76,0.71,7361,68.94,164,1.54,2296,21.5,182,1.7,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882989&vrn=1001000882950&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
451,2004-03-14,Пензенская область,"Пенза, Железнодорожная",85161,76550,0,46938,2835,26776,2835,46861,476,49220,1358,1143,1464,215,7,1,0,4566,9.19,1225,2.46,411,0.83,29551,59.46,1805,3.63,9204,18.52,2458,4.95,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882989&vrn=1001000882950&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
452,2004-03-14,Пензенская область,"Пенза, Ленинская",80531,80960,0,46204,2600,32156,2600,46178,360,48418,1314,1109,1138,205,6,0,0,5233,10.73,925,1.9,462,0.95,27876,57.15,2140,4.39,9566,19.61,2216,4.54,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882989&vrn=1001000882950&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
453,2004-03-14,Пензенская область,"Пенза, Октябрьская",149006,137247,0,84300,2808,50139,2808,84266,813,86261,2632,2279,2455,353,8,0,0,8689,9.98,2091,2.4,866,0.99,51088,58.67,3378,3.88,16013,18.39,4136,4.75,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882989&vrn=1001000882950&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
454,2004-03-14,Пензенская область,"Пенза, Первомайская",103653,99939,0,58545,2954,38440,2954,58489,553,60890,1870,1458,1256,412,1,0,0,5722,9.31,1379,2.24,670,1.09,36293,59.07,2439,3.97,11390,18.54,2997,4.88,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882989&vrn=1001000882950&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
455,2004-03-14,Пензенская область,Пензенская,32684,32580,0,18968,2500,11112,2500,18963,249,21214,400,292,280,108,0,0,0,998,4.65,576,2.68,113,0.53,14659,68.3,404,1.88,3959,18.45,505,2.35,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882989&vrn=1001000882950&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
456,2004-03-14,Пензенская область,Сердобская,17192,15600,0,10699,1484,3417,1484,10696,116,12064,278,79,50,199,0,0,0,403,3.31,382,3.14,55,0.45,8563,70.3,199,1.63,2251,18.48,211,1.73,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882989&vrn=1001000882950&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
457,2004-03-14,Пензенская область,Сердобская городская,31333,30600,0,15302,1105,14193,1105,15299,167,16237,365,182,131,183,3,0,0,1022,6.23,453,2.76,141,0.86,9069,55.29,437,2.66,4549,27.73,566,3.45,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882989&vrn=1001000882950&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
458,2004-03-14,Пензенская область,Сосновоборская,15747,15796,0,10452,1126,4218,1126,10448,196,11378,280,98,43,182,4,0,0,273,2.36,210,1.81,83,0.72,8176,70.64,293,2.53,2236,19.32,107,0.92,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882989&vrn=1001000882950&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
459,2004-03-14,Пензенская область,Тамалинская,14901,14976,0,9862,2947,2167,2947,9862,138,12671,198,103,26,95,0,0,0,196,1.53,346,2.7,78,0.61,9560,74.64,156,1.22,2144,16.74,191,1.49,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882989&vrn=1001000882950&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
460,2004-03-14,Пензенская область,Шемышейская,14814,14811,0,10938,1218,2655,1218,10938,192,11964,127,70,55,57,1,0,0,269,2.21,201,1.65,58,0.48,8905,73.26,134,1.1,2290,18.84,107,0.88,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882989&vrn=1001000882950&prver=0&pronetvd=null&region=58&sub_region=58&type=0&report_mode=null
461,2004-03-14,Тульская область,Алексинская,66487,66985,0,33740,2880,30365,2880,33733,253,36360,513,402,392,111,16,0,0,2017,5.51,892,2.44,249,0.68,22302,60.91,953,2.6,8095,22.11,1852,5.06,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882956&vrn=1001000882950&prver=0&pronetvd=null&region=71&sub_region=71&type=0&report_mode=null
462,2004-03-14,Тульская область,Арсеньевская,10509,10389,0,6107,1265,3017,1265,6105,46,7324,249,202,76,47,1,0,0,199,2.7,153,2.08,31,0.42,4936,66.97,131,1.78,1618,21.95,256,3.47,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882956&vrn=1001000882950&prver=0&pronetvd=null&region=71&sub_region=71&type=0&report_mode=null
463,2004-03-14,Тульская область,Белевская,20266,20681,0,9366,2826,8489,2826,9366,57,12135,308,161,162,147,18,0,0,409,3.35,225,1.85,84,0.69,8320,68.24,231,1.89,2514,20.62,352,2.89,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882956&vrn=1001000882950&prver=0&pronetvd=null&region=71&sub_region=71&type=0&report_mode=null
464,2004-03-14,Тульская область,Богородицкая,44980,45030,0,19947,3420,21663,3420,19945,168,23197,437,282,187,155,9,0,0,1041,4.46,461,1.97,141,0.6,14783,63.27,511,2.19,5391,23.07,869,3.72,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882956&vrn=1001000882950&prver=0&pronetvd=null&region=71&sub_region=71&type=0&report_mode=null
465,2004-03-14,Тульская область,Веневская,29262,29384,0,13770,2841,12773,2841,13768,153,16456,477,316,196,161,3,0,0,610,3.67,391,2.35,88,0.53,11304,68.06,355,2.14,3159,19.02,549,3.31,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882956&vrn=1001000882950&prver=0&pronetvd=null&region=71&sub_region=71&type=0&report_mode=null
466,2004-03-14,Тульская область,Воловская,11980,12123,0,5892,1938,4293,1938,5892,73,7757,199,127,76,72,1,0,0,183,2.34,173,2.21,48,0.61,4940,63.09,129,1.65,2044,26.1,240,3.07,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882956&vrn=1001000882950&prver=0&pronetvd=null&region=71&sub_region=71&type=0&report_mode=null
467,2004-03-14,Тульская область,Донская городская,52262,52143,0,25594,2458,24091,2458,25594,260,27792,1066,761,573,305,54,0,0,1331,4.74,741,2.64,165,0.59,18532,66.06,622,2.22,5200,18.54,1201,4.28,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882956&vrn=1001000882950&prver=0&pronetvd=null&region=71&sub_region=71&type=0&report_mode=null
468,2004-03-14,Тульская область,Дубенская,11746,11380,0,5642,1110,4628,1110,5630,62,6678,185,77,81,108,3,0,0,271,4.02,152,2.26,58,0.86,4250,63.06,132,1.96,1549,22.98,266,3.95,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882956&vrn=1001000882950&prver=0&pronetvd=null&region=71&sub_region=71&type=0&report_mode=null
469,2004-03-14,Тульская область,Ефремовская,57296,53490,0,23976,3637,25877,3637,23972,183,27426,501,228,141,273,197,0,0,1064,3.85,533,1.93,180,0.65,16013,58.0,505,1.83,8225,29.79,906,3.28,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882956&vrn=1001000882950&prver=0&pronetvd=null&region=71&sub_region=71&type=0&report_mode=null
470,2004-03-14,Тульская область,Заокская,14905,14965,0,7686,1336,5943,1336,7682,103,8915,270,97,134,173,1,0,0,290,3.22,211,2.34,48,0.53,6227,69.05,234,2.59,1633,18.11,272,3.02,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882956&vrn=1001000882950&prver=0&pronetvd=null&region=71&sub_region=71&type=0&report_mode=null
471,2004-03-14,Тульская область,Каменская,8099,8120,0,3963,1216,2940,1217,3963,97,5083,97,45,33,52,3,1,0,120,2.32,122,2.36,53,1.02,3211,61.99,85,1.64,1409,27.2,83,1.6,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882956&vrn=1001000882950&prver=0&pronetvd=null&region=71&sub_region=71&type=0&report_mode=null
472,2004-03-14,Тульская область,Кимовская,39921,40331,0,19365,2748,18218,2748,19363,144,21967,518,205,125,313,11,0,0,969,4.38,470,2.13,124,0.56,13740,62.14,386,1.75,5479,24.78,799,3.61,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882956&vrn=1001000882950&prver=0&pronetvd=null&region=71&sub_region=71&type=0&report_mode=null
473,2004-03-14,Тульская область,Киреевская,64491,64169,0,31014,4144,29011,4144,31010,300,34854,683,372,221,311,12,0,0,1457,4.14,776,2.21,206,0.59,22270,63.35,857,2.44,7737,22.01,1551,4.41,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882956&vrn=1001000882950&prver=0&pronetvd=null&region=71&sub_region=71&type=0&report_mode=null
474,2004-03-14,Тульская область,Куркинская,10110,10209,0,4555,1565,4089,1565,4555,38,6082,122,95,60,27,0,0,0,144,2.35,151,2.47,44,0.72,3966,64.8,89,1.45,1509,24.66,179,2.92,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882956&vrn=1001000882950&prver=0&pronetvd=null&region=71&sub_region=71&type=0&report_mode=null
475,2004-03-14,Тульская область,Ленинская,49339,49827,0,23274,4307,22246,4307,23262,344,27225,556,315,451,241,2,0,0,1166,4.23,565,2.05,175,0.63,19328,70.11,841,3.05,4047,14.68,1103,4.0,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882956&vrn=1001000882950&prver=0&pronetvd=null&region=71&sub_region=71&type=0&report_mode=null
476,2004-03-14,Тульская область,Новомосковская,127201,127814,0,66360,4825,56629,4825,66273,486,70612,1422,1188,941,234,77,0,0,3471,4.88,1278,1.8,372,0.52,48743,68.56,2411,3.39,11267,15.85,3070,4.32,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882956&vrn=1001000882950&prver=0&pronetvd=null&region=71&sub_region=71&type=0&report_mode=null
477,2004-03-14,Тульская область,Одоевская,10659,10815,0,5593,1563,3659,1563,5592,67,7088,283,197,79,86,2,0,0,204,2.85,165,2.31,37,0.52,4764,66.58,138,1.93,1502,20.99,278,3.89,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882956&vrn=1001000882950&prver=0&pronetvd=null&region=71&sub_region=71&type=0&report_mode=null
478,2004-03-14,Тульская область,Плавская,20992,19530,0,11581,1620,6329,1620,11581,63,13138,309,234,101,75,2,0,0,461,3.49,348,2.64,90,0.68,8505,64.43,268,2.03,2990,22.65,476,3.61,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882956&vrn=1001000882950&prver=0&pronetvd=null&region=71&sub_region=71&type=0&report_mode=null
479,2004-03-14,Тульская область,Суворовская,32987,33159,0,15888,3117,14154,3117,15887,158,18846,413,253,275,160,34,0,0,831,4.37,385,2.03,107,0.56,12278,64.61,395,2.08,4151,21.84,699,3.68,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882956&vrn=1001000882950&prver=0&pronetvd=null&region=71&sub_region=71&type=0&report_mode=null
480,2004-03-14,Тульская область,Тепло-Огаревская,10902,11230,0,5572,1413,4245,1413,5572,44,6941,196,165,58,31,2,0,0,193,2.76,186,2.66,36,0.52,4403,63.04,133,1.9,1727,24.72,263,3.77,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882956&vrn=1001000882950&prver=0&pronetvd=null&region=71&sub_region=71&type=0&report_mode=null
481,2004-03-14,Тульская область,"Тула, Зареченская",81541,82059,0,41149,2246,38664,2246,41086,276,43056,1110,703,567,407,230,0,0,3074,7.09,667,1.54,246,0.57,29234,67.47,1972,4.55,5700,13.15,2163,4.99,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882956&vrn=1001000882950&prver=0&pronetvd=null&region=71&sub_region=71&type=0&report_mode=null
482,2004-03-14,Тульская область,"Тула, Привокзальная",70886,67460,0,34079,1664,31717,1664,34034,227,35471,810,452,403,358,80,0,0,2298,6.44,616,1.73,183,0.51,23403,65.56,1712,4.8,5430,15.21,1829,5.12,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882956&vrn=1001000882950&prver=0&pronetvd=null&region=71&sub_region=71&type=0&report_mode=null
483,2004-03-14,Тульская область,"Тула, Пролетарская",133789,133600,0,74129,3164,56307,3162,74075,460,76777,2952,1544,1628,1408,198,0,0,4744,6.14,1228,1.59,455,0.59,52781,68.34,3328,4.31,10029,12.98,4212,5.45,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882956&vrn=1001000882950&prver=0&pronetvd=null&region=71&sub_region=71&type=0&report_mode=null
484,2004-03-14,Тульская область,"Тула, Советская",61450,62000,0,34856,1328,25816,1328,34838,161,36005,1260,668,507,592,49,0,0,2779,7.68,462,1.28,234,0.65,23177,64.09,2198,6.08,5140,14.21,2015,5.57,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882956&vrn=1001000882950&prver=0&pronetvd=null&region=71&sub_region=71&type=0&report_mode=null
485,2004-03-14,Тульская область,"Тула, Центральная",83979,82120,0,42778,2958,36384,2958,42533,242,45249,1035,693,870,342,283,0,0,3069,6.75,654,1.44,257,0.56,30240,66.47,2310,5.08,6170,13.56,2549,5.6,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882956&vrn=1001000882950&prver=0&pronetvd=null&region=71&sub_region=71&type=0&report_mode=null
486,2004-03-14,Тульская область,Узловская,73440,74120,0,32620,2944,38556,2944,32610,258,35296,972,765,620,207,14,0,0,1716,4.83,785,2.21,244,0.69,22597,63.56,984,2.77,7474,21.02,1496,4.21,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882956&vrn=1001000882950&prver=0&pronetvd=null&region=71&sub_region=71&type=0&report_mode=null
487,2004-03-14,Тульская область,Чернская,15843,16533,0,10348,3084,3101,3084,10348,53,13379,740,724,214,16,5,0,0,367,2.73,343,2.55,98,0.73,9428,70.19,233,1.73,2519,18.75,391,2.91,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882956&vrn=1001000882950&prver=0&pronetvd=null&region=71&sub_region=71&type=0&report_mode=null
488,2004-03-14,Тульская область,Щекинская,91918,89833,0,42026,4834,42973,4834,42009,310,46533,917,553,484,364,22,0,0,2234,4.77,974,2.08,346,0.74,30141,64.34,1379,2.94,9317,19.89,2142,4.57,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882956&vrn=1001000882950&prver=0&pronetvd=null&region=71&sub_region=71&type=0&report_mode=null
489,2004-03-14,Тульская область,Ясногорская,27647,27955,0,12465,2035,13455,2035,12465,136,14364,287,204,139,83,4,0,0,786,5.42,358,2.47,95,0.66,9037,62.32,346,2.39,3101,21.39,641,4.42,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000882956&vrn=1001000882950&prver=0&pronetvd=null&region=71&sub_region=71&type=0&report_mode=null
490,2004-03-14,Орловская область,Болховская,15620,15490,0,10541,3436,1513,3436,10522,130,13828,275,77,86,198,2,0,0,270,1.93,223,1.6,94,0.67,10112,72.45,204,1.46,2637,18.89,288,2.06,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883234&vrn=1001000882950&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
491,2004-03-14,Орловская область,Верховская,16302,16483,0,13013,1407,2063,1407,12995,181,14221,225,92,81,133,0,0,0,317,2.2,361,2.51,107,0.74,8015,55.65,157,1.09,4935,34.27,329,2.28,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883234&vrn=1001000882950&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
492,2004-03-14,Орловская область,Глазуновская,11156,11300,0,8634,1472,1192,1472,8634,53,10053,355,115,90,240,3,2,0,247,2.44,268,2.65,79,0.78,6135,60.71,176,1.74,2858,28.28,290,2.87,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883234&vrn=1001000882950&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
493,2004-03-14,Орловская область,Дмитровская,11640,11894,0,7365,2232,2297,2232,7364,70,9526,200,101,57,99,0,0,0,354,3.69,276,2.88,73,0.76,5289,55.12,133,1.39,3163,32.96,238,2.48,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883234&vrn=1001000882950&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
494,2004-03-14,Орловская область,Должанская,10080,10150,0,6548,2520,1082,2520,6548,87,8981,198,114,46,84,2,0,0,211,2.33,263,2.9,75,0.83,5945,65.56,131,1.44,2147,23.68,209,2.3,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883234&vrn=1001000882950&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
495,2004-03-14,Орловская область,Залегощенская,12339,12375,0,9045,2414,911,2414,9045,131,11328,230,135,106,95,0,5,0,333,2.91,296,2.58,87,0.76,7545,65.84,193,1.68,2604,22.72,270,2.36,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883234&vrn=1001000882950&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
496,2004-03-14,Орловская область,Знаменская,4483,4507,0,3256,937,314,937,3256,74,4119,94,62,61,32,1,0,0,102,2.43,88,2.1,18,0.43,2780,66.3,58,1.38,974,23.23,99,2.36,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883234&vrn=1001000882950&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
497,2004-03-14,Орловская область,Колпнянская,13901,13765,0,10753,2704,308,2704,10753,191,13266,190,87,66,103,0,0,0,292,2.17,432,3.21,90,0.67,9178,68.2,208,1.55,2750,20.44,316,2.35,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883234&vrn=1001000882950&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
498,2004-03-14,Орловская область,Корсаковская,3891,3950,0,2865,773,312,773,2865,31,3607,165,51,37,114,1,0,0,111,3.05,104,2.86,25,0.69,2298,63.17,53,1.46,919,25.26,97,2.67,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883234&vrn=1001000882950&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
499,2004-03-14,Орловская область,Краснозоренская,6150,6200,0,4391,1319,490,1319,4391,35,5675,80,19,18,61,0,0,0,135,2.36,127,2.22,50,0.88,3464,60.67,111,1.94,1633,28.6,155,2.71,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883234&vrn=1001000882950&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
500,2004-03-14,Орловская область,Кромская,16201,16800,0,12428,2175,2197,2175,12428,115,14488,291,152,129,139,0,0,0,404,2.77,414,2.84,117,0.8,9058,62.03,268,1.84,3819,26.15,408,2.79,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883234&vrn=1001000882950&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
501,2004-03-14,Орловская область,Ливенская,24571,24505,0,17331,3480,3694,3480,17331,557,20254,560,140,133,420,1,0,0,509,2.45,558,2.68,123,0.59,13109,62.99,312,1.5,5051,24.27,592,2.84,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883234&vrn=1001000882950&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
502,2004-03-14,Орловская область,Ливенская городская,40851,42700,0,29726,2234,10746,2234,29675,903,31006,566,289,132,277,6,0,6,1428,4.48,871,2.73,235,0.74,16775,52.57,830,2.6,9752,30.56,1115,3.49,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883234&vrn=1001000882950&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
503,2004-03-14,Орловская область,Малоархангельская,10093,10192,0,7256,2393,543,2393,7256,54,9595,122,80,48,42,2,0,0,251,2.6,270,2.8,62,0.64,6754,70.0,161,1.67,1828,18.94,269,2.79,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883234&vrn=1001000882950&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
504,2004-03-14,Орловская область,Мценская,14384,14476,0,9223,3759,1494,3759,9223,86,12896,350,281,252,69,7,0,0,440,3.39,367,2.83,105,0.81,8079,62.23,219,1.69,3235,24.92,451,3.47,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883234&vrn=1001000882950&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
505,2004-03-14,Орловская область,Мценская городская,38269,36696,0,22695,2109,11892,2109,22687,150,24646,800,632,523,168,4,0,0,1482,5.98,766,3.09,172,0.69,12542,50.58,654,2.64,7332,29.57,1698,6.85,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=1001000883234&vrn=1001000882950&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
