,elections_year,region,commission_name,voters_number,ballots_number_received,issued_ballots_number_early,issued_ballots_number_voting_day_incide,issued_ballots_number_voting_day_outside,ballots_number_extinguished,ballots_number_portable_boxes,ballots_number_stationary_boxes,ballots_number_invalid,ballots_number_valid,ballots_number_absentee_received,ballots_number_absentee_issued,voters_number_voted_on_absentee_ballots,number_absentee_ballots_unused,ballots_number_absentee_issued_to_tik_voters,ballots_number_lost,ballots_number_not_counted,number_absentee_ballots_lost,number_absentee_ballots_not_taken,bogdanov_andrey_vladimirovich_number,bogdanov_andrey_vladimirovich_percent,zhirinovsky_vladimir_volfovich_number,zhirinovsky_vladimir_volfovich_percent,zyuganov_gennady_andreevich_number,zyuganov_gennady_andreevich_percent,medvedev_dmitry_anatolyevich_number,medvedev_dmitry_anatolyevich_percent,link
143,"
02.03.2008
",Чувашская Республика - Чувашия,Вурнарская,25882,27000,0,17395,3471,6134,3471,17395,596,20270,2668,2631,808,37,132,0,0,0,0,145,0.69,1601,7.67,4202,20.14,14322,68.64,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249936&vrn=100100022176412&prver=0&pronetvd=null&region=21&sub_region=21&type=0&report_mode=null
144,"
02.03.2008
",Чувашская Республика - Чувашия,Ибресинская,17292,19600,0,13668,1753,4179,1753,13668,274,15147,2485,2482,268,3,114,0,0,0,0,126,0.82,902,5.85,3031,19.66,11088,71.9,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249936&vrn=100100022176412&prver=0&pronetvd=null&region=21&sub_region=21&type=0&report_mode=null
145,"
02.03.2008
",Чувашская Республика - Чувашия,Канашская,28360,27717,0,21661,2525,3531,2525,21661,473,23713,1896,1896,587,0,804,0,0,0,0,189,0.78,1447,5.98,4057,16.77,18020,74.51,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249936&vrn=100100022176412&prver=0&pronetvd=null&region=21&sub_region=21&type=0&report_mode=null
146,"
02.03.2008
",Чувашская Республика - Чувашия,Канашская городская,33899,30800,0,24182,1135,5483,1135,24177,533,24779,1837,1799,866,38,163,0,0,0,0,242,0.96,1867,7.38,6327,24.99,16343,64.57,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249936&vrn=100100022176412&prver=0&pronetvd=null&region=21&sub_region=21&type=0&report_mode=null
147,"
02.03.2008
",Чувашская Республика - Чувашия,Козловская,15619,16144,0,12112,1622,2410,1622,12112,211,13523,1428,1428,466,0,72,0,0,0,0,110,0.8,1074,7.82,2848,20.74,9491,69.11,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249936&vrn=100100022176412&prver=0&pronetvd=null&region=21&sub_region=21&type=0&report_mode=null
148,"
02.03.2008
",Чувашская Республика - Чувашия,Комсомольская,20151,19609,0,15406,1295,2908,1295,15406,481,16220,1674,1532,195,142,26,0,0,0,0,104,0.62,765,4.58,3873,23.19,11478,68.73,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249936&vrn=100100022176412&prver=0&pronetvd=null&region=21&sub_region=21&type=0&report_mode=null
149,"
02.03.2008
",Чувашская Республика - Чувашия,Красноармейская,11530,11275,0,8728,1555,992,1555,8728,227,10056,1647,1646,492,1,153,0,0,0,0,76,0.74,667,6.49,2256,21.94,7057,68.63,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249936&vrn=100100022176412&prver=0&pronetvd=null&region=21&sub_region=21&type=0&report_mode=null
150,"
02.03.2008
",Чувашская Республика - Чувашия,Красночетайская,15113,14530,0,9770,1830,2930,1830,9769,395,11204,1582,1564,242,18,17,0,0,0,0,75,0.65,643,5.54,2919,25.17,7567,65.24,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249936&vrn=100100022176412&prver=0&pronetvd=null&region=21&sub_region=21&type=0&report_mode=null
151,"
02.03.2008
",Чувашская Республика - Чувашия,Марпосадская,18587,18017,0,13206,2287,2524,2287,13206,765,14728,2000,1657,760,343,92,0,0,0,0,109,0.7,768,4.96,2211,14.27,11640,75.13,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249936&vrn=100100022176412&prver=0&pronetvd=null&region=21&sub_region=21&type=0&report_mode=null
152,"
02.03.2008
",Чувашская Республика - Чувашия,Моргаушская,25253,26300,0,17793,3992,4515,3991,17790,364,21417,2117,1957,501,160,283,0,0,0,0,187,0.86,1945,8.93,4906,22.52,14379,66.02,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249936&vrn=100100022176412&prver=0&pronetvd=null&region=21&sub_region=21&type=0&report_mode=null
153,"
02.03.2008
",Чувашская Республика - Чувашия,Новочебоксарская городская,101200,100000,0,62397,1268,36335,1268,62365,757,62876,2270,1183,1019,1087,157,0,0,0,0,963,1.51,7478,11.75,16825,26.44,37610,59.1,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249936&vrn=100100022176412&prver=0&pronetvd=null&region=21&sub_region=21&type=0&report_mode=null
154,"
02.03.2008
",Чувашская Республика - Чувашия,Порецкая,11000,11319,0,8831,1436,1052,1436,8831,291,9976,1638,1565,171,73,58,0,0,0,0,49,0.48,520,5.06,1570,15.29,7837,76.33,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249936&vrn=100100022176412&prver=0&pronetvd=null&region=21&sub_region=21&type=0&report_mode=null
155,"
02.03.2008
",Чувашская Республика - Чувашия,Урмарская,19928,19176,0,13834,1689,3653,1689,13834,307,15216,1640,1595,303,45,51,0,0,0,0,88,0.57,1034,6.66,2977,19.18,11117,71.62,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249936&vrn=100100022176412&prver=0&pronetvd=null&region=21&sub_region=21&type=0&report_mode=null
156,"
02.03.2008
",Чувашская Республика - Чувашия,Цивильская,26444,25200,0,17048,3141,5011,3141,17048,319,19870,1983,1747,1078,236,117,0,0,0,0,167,0.83,1905,9.44,5008,24.81,12790,63.35,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249936&vrn=100100022176412&prver=0&pronetvd=null&region=21&sub_region=21&type=0&report_mode=null
157,"
02.03.2008
",Чувашская Республика - Чувашия,Чебоксарская,41359,42400,0,29127,3735,9538,3735,29126,584,32277,2954,2857,933,97,46,0,0,0,0,336,1.02,2771,8.43,7304,22.23,21866,66.54,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249936&vrn=100100022176412&prver=0&pronetvd=null&region=21&sub_region=21&type=0&report_mode=null
158,"
02.03.2008
",Чувашская Республика - Чувашия,"Чебоксары, Калининская",118273,107100,0,70447,1174,35479,1174,70399,981,70592,4380,2254,3871,2126,117,0,0,0,0,949,1.33,7531,10.52,20418,28.53,41694,58.25,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249936&vrn=100100022176412&prver=0&pronetvd=null&region=21&sub_region=21&type=0&report_mode=null
159,"
02.03.2008
",Чувашская Республика - Чувашия,"Чебоксары, Ленинская",100748,98250,0,62258,975,35017,975,62229,894,62310,3950,2014,2966,1936,92,0,0,0,0,868,1.37,6703,10.61,17749,28.08,36990,58.52,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249936&vrn=100100022176412&prver=0&pronetvd=null&region=21&sub_region=21&type=0&report_mode=null
160,"
02.03.2008
",Чувашская Республика - Чувашия,"Чебоксары, Московская",140934,128535,0,91707,2050,34778,2050,91652,1315,92387,3984,3472,4928,512,135,0,0,0,0,1432,1.53,8937,9.54,25207,26.9,56811,60.63,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249936&vrn=100100022176412&prver=0&pronetvd=null&region=21&sub_region=21&type=0&report_mode=null
161,"
02.03.2008
",Чувашская Республика - Чувашия,Шемуршинская,11142,11193,0,9497,1055,641,1055,9497,190,10362,1264,528,141,736,36,0,0,0,0,28,0.27,212,2.01,1020,9.67,9102,86.26,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249936&vrn=100100022176412&prver=0&pronetvd=null&region=21&sub_region=21&type=0&report_mode=null
162,"
02.03.2008
",Чувашская Республика - Чувашия,Шумерлинская,8887,9265,0,6140,1354,1771,1354,6140,263,7231,1115,1038,339,77,33,0,0,0,0,32,0.43,327,4.36,1329,17.73,5543,73.97,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249936&vrn=100100022176412&prver=0&pronetvd=null&region=21&sub_region=21&type=0&report_mode=null
163,"
02.03.2008
",Чувашская Республика - Чувашия,Шумерлинская городская,23931,23800,0,16385,1369,6046,1369,16383,907,16845,1261,336,135,925,39,0,0,0,0,124,0.7,897,5.05,3719,20.95,12105,68.19,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249936&vrn=100100022176412&prver=0&pronetvd=null&region=21&sub_region=21&type=0&report_mode=null
164,"
02.03.2008
",Чувашская Республика - Чувашия,Ядринская,24323,23840,0,17206,1894,4740,1894,17205,346,18753,1679,1537,400,142,21,0,0,0,0,131,0.69,1582,8.28,3551,18.59,13489,70.63,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249936&vrn=100100022176412&prver=0&pronetvd=null&region=21&sub_region=21&type=0&report_mode=null
165,"
02.03.2008
",Чувашская Республика - Чувашия,Яльчикская,16225,17335,0,13776,2039,1520,2039,13776,444,15371,1692,1692,139,0,108,0,0,0,0,62,0.39,572,3.62,1733,10.96,13004,82.23,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249936&vrn=100100022176412&prver=0&pronetvd=null&region=21&sub_region=21&type=0&report_mode=null
166,"
02.03.2008
",Чувашская Республика - Чувашия,Янтиковская,12169,12620,0,9731,1050,1839,1050,9730,304,10476,1258,1097,187,161,42,0,0,0,0,62,0.58,595,5.52,2062,19.13,7757,71.96,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249936&vrn=100100022176412&prver=0&pronetvd=null&region=21&sub_region=21&type=0&report_mode=null
167,"
02.03.2008
",Тамбовская область,Бондарская,10210,9960,0,5987,1916,2057,1916,5987,103,7800,255,89,40,166,9,0,0,0,0,58,0.73,558,7.06,2277,28.81,4907,62.09,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
168,"
02.03.2008
",Тамбовская область,Гавриловская,9383,9320,0,6094,1965,1261,1965,6093,137,7921,219,121,49,98,11,0,0,0,0,24,0.3,224,2.78,897,11.13,6776,84.09,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
169,"
02.03.2008
",Тамбовская область,Жердевская,21065,18980,0,12274,4492,2214,4492,12273,234,16531,287,262,106,25,13,0,0,0,0,140,0.84,1293,7.71,3498,20.86,11600,69.19,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
170,"
02.03.2008
",Тамбовская область,Знаменская,14164,14310,0,8961,2600,2749,2600,8960,344,11216,349,264,83,85,1,0,0,0,0,80,0.69,615,5.32,1274,11.02,9247,79.99,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
171,"
02.03.2008
",Тамбовская область,Инжавинская,15845,17705,0,9754,3905,4046,3905,9752,130,13527,371,240,87,131,17,0,0,0,0,88,0.64,670,4.91,2908,21.29,9861,72.2,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
172,"
02.03.2008
",Тамбовская область,Кирсановская,15854,15850,0,8341,3907,3602,3907,8341,262,11986,270,205,96,65,10,0,0,0,0,50,0.41,755,6.16,1877,15.32,9304,75.96,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
173,"
02.03.2008
",Тамбовская область,Кирсановская городская,13162,12900,0,11012,1051,837,1051,11011,32,12030,270,227,77,43,10,0,0,0,0,35,0.29,196,1.62,920,7.63,10879,90.19,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
174,"
02.03.2008
",Тамбовская область,Котовская городская,27689,26780,0,20811,2338,3631,2338,20807,149,22996,357,356,269,1,43,0,0,0,0,105,0.45,1048,4.53,2693,11.64,19150,82.74,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
175,"
02.03.2008
",Тамбовская область,Мичуринская,23820,23909,0,15356,4313,4240,4313,15356,333,19336,366,293,296,73,9,0,0,0,0,52,0.26,608,3.09,2492,12.67,16184,82.28,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
176,"
02.03.2008
",Тамбовская область,Мичуринская городская,67394,69101,0,50482,7489,11130,7488,50476,597,57367,990,988,1515,2,776,0,0,0,0,408,0.7,2715,4.68,11925,20.57,42319,73.01,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
177,"
02.03.2008
",Тамбовская область,Мордовская,15779,14543,0,8600,3325,2618,3325,8598,178,11745,287,215,73,72,6,0,0,0,0,71,0.6,794,6.66,2780,23.32,8100,67.94,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
178,"
02.03.2008
",Тамбовская область,Моршанская,27249,26000,0,18012,5659,2329,5659,18000,723,22936,370,249,202,121,30,0,0,0,0,126,0.53,1075,4.54,1724,7.29,20011,84.58,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
179,"
02.03.2008
",Тамбовская область,Моршанская городская,30557,29200,0,20568,5260,3372,5257,20505,170,25592,288,284,194,4,109,0,0,0,0,140,0.54,986,3.83,3867,15.01,20599,79.96,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
180,"
02.03.2008
",Тамбовская область,Мучкапская,11830,12703,0,7301,2961,2441,2961,7301,140,10122,280,220,73,60,20,0,0,0,0,59,0.57,613,5.97,1123,10.94,8327,81.14,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
181,"
02.03.2008
",Тамбовская область,Никифоровская,15832,15540,0,9792,2718,3030,2718,9792,239,12271,386,379,67,7,14,0,0,0,0,50,0.4,556,4.44,2711,21.67,8954,71.57,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
182,"
02.03.2008
",Тамбовская область,Первомайская,21936,22350,0,13857,3133,5360,3133,13852,188,16797,390,373,161,17,10,0,0,0,0,145,0.85,1309,7.71,4487,26.42,10856,63.92,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
183,"
02.03.2008
",Тамбовская область,Петровская,15475,15648,0,9694,2771,3183,2771,9660,158,12273,218,163,107,55,0,0,0,0,0,69,0.56,598,4.81,2389,19.22,9217,74.15,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
184,"
02.03.2008
",Тамбовская область,Пичаевская,11401,11500,0,6398,2277,2825,2277,6397,347,8327,342,337,29,5,8,0,0,0,0,48,0.55,504,5.81,1565,18.04,6210,71.59,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
185,"
02.03.2008
",Тамбовская область,Рассказовская,16645,16590,0,9370,5038,2182,5037,9370,262,14145,295,285,100,10,5,0,0,0,0,72,0.5,504,3.5,1548,10.74,12021,83.44,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
186,"
02.03.2008
",Тамбовская область,Рассказовская городская,34108,35550,0,18601,4919,12030,4919,18599,403,23115,476,476,310,0,24,0,0,0,0,162,0.69,1277,5.43,7119,30.27,14557,61.9,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
187,"
02.03.2008
",Тамбовская область,Ржаксинская,14627,14310,0,7997,4186,2127,4185,7991,233,11943,254,112,44,142,6,0,0,0,0,56,0.46,581,4.77,1649,13.54,9657,79.31,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
188,"
02.03.2008
",Тамбовская область,Сампурская,11064,11060,0,6424,2232,2404,2232,6424,99,8557,165,100,34,65,6,0,0,0,0,41,0.47,552,6.38,1826,21.1,6138,70.91,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
189,"
02.03.2008
",Тамбовская область,Сосновская,24486,27600,0,14483,5275,7842,5275,14483,194,19564,461,328,122,133,12,0,0,0,0,133,0.67,987,4.99,4465,22.6,13979,70.75,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
190,"
02.03.2008
",Тамбовская область,Староюрьевская,11007,10986,0,7129,2362,1495,2362,7126,206,9282,190,90,30,100,3,0,0,0,0,54,0.57,420,4.43,1469,15.48,7339,77.35,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
191,"
02.03.2008
",Тамбовская область,"Тамбов, Ленинская",33256,30700,0,20575,2631,7494,2630,20572,456,22746,528,524,773,4,21,0,0,0,0,310,1.34,1251,5.39,7141,30.78,14044,60.53,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
192,"
02.03.2008
",Тамбовская область,"Тамбов, Октябрьская",128948,118900,0,91460,8728,18712,8728,91092,2045,97775,1805,1784,2296,21,38,0,0,0,0,1271,1.27,6102,6.11,24836,24.88,65566,65.68,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
193,"
02.03.2008
",Тамбовская область,"Тамбов, Советская",74291,68000,0,46444,5676,15880,5676,46427,1458,50645,1052,1035,837,17,27,0,0,0,0,658,1.26,3979,7.64,12170,23.36,33838,64.94,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
194,"
02.03.2008
",Тамбовская область,Тамбовская,76852,74000,0,41298,7027,25675,7023,41295,748,47570,829,779,356,50,17,0,0,0,0,349,0.72,2771,5.73,8381,17.35,36069,74.65,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
195,"
02.03.2008
",Тамбовская область,Токаревская,15037,15103,0,9323,3306,2474,3306,9323,792,11837,247,133,46,114,4,0,0,0,0,66,0.52,660,5.23,1569,12.42,9542,75.56,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
196,"
02.03.2008
",Тамбовская область,Уваровская,8479,8750,0,4970,2731,1049,2731,4970,253,7448,287,241,86,46,7,0,0,0,0,47,0.61,491,6.38,774,10.05,6136,79.68,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
197,"
02.03.2008
",Тамбовская область,Уваровская городская,23749,23459,0,19012,3119,1328,3119,19012,1782,20349,481,481,463,0,19,0,0,0,0,131,0.59,946,4.27,3351,15.14,15921,71.94,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
198,"
02.03.2008
",Тамбовская область,Уметская,8511,9120,0,5431,1706,1983,1706,5430,22,7114,265,246,34,19,15,0,0,0,0,6,0.08,239,3.35,1060,14.85,5809,81.4,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249923&vrn=100100022176412&prver=0&pronetvd=null&region=68&sub_region=68&type=0&report_mode=null
199,"
02.03.2008
",Республика Калмыкия,Городовиковская,13208,12402,0,8567,696,3139,696,8563,96,9163,337,188,102,149,13,0,0,0,0,58,0.63,345,3.73,2688,29.03,6072,65.58,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249949&vrn=100100022176412&prver=0&pronetvd=null&region=8&sub_region=8&type=0&report_mode=null
200,"
02.03.2008
",Республика Калмыкия,Ики-Бурульская,7772,7995,0,5097,824,2074,824,5094,45,5873,334,334,71,0,16,0,0,0,0,39,0.66,84,1.42,1131,19.11,4619,78.05,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249949&vrn=100100022176412&prver=0&pronetvd=null&region=8&sub_region=8&type=0&report_mode=null
201,"
02.03.2008
",Республика Калмыкия,Лаганская,15058,15241,0,11415,600,3226,600,11415,172,11843,334,65,42,269,16,0,0,0,0,76,0.63,306,2.55,1958,16.3,9503,79.09,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249949&vrn=100100022176412&prver=0&pronetvd=null&region=8&sub_region=8&type=0&report_mode=null
202,"
02.03.2008
",Республика Калмыкия,Кетченеровская,7570,7109,0,4576,684,1849,684,4576,70,5190,343,224,105,119,7,0,0,0,0,39,0.74,109,2.07,1250,23.76,3792,72.09,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249949&vrn=100100022176412&prver=0&pronetvd=null&region=8&sub_region=8&type=0&report_mode=null
203,"
02.03.2008
",Республика Калмыкия,Малодербетовская,7918,8152,0,5141,545,2466,545,5138,67,5616,433,427,105,6,17,0,0,0,0,57,1.0,262,4.61,1846,32.48,3451,60.72,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249949&vrn=100100022176412&prver=0&pronetvd=null&region=8&sub_region=8&type=0&report_mode=null
204,"
02.03.2008
",Республика Калмыкия,Октябрьская,6258,6097,0,4055,349,1693,349,4055,44,4360,234,226,78,8,16,0,0,0,0,36,0.82,103,2.34,923,20.96,3298,74.89,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249949&vrn=100100022176412&prver=0&pronetvd=null&region=8&sub_region=8&type=0&report_mode=null
205,"
02.03.2008
",Республика Калмыкия,Приютненская,8319,8313,0,6032,571,1710,571,6032,23,6580,310,279,54,31,40,0,0,0,0,23,0.35,215,3.26,1344,20.35,4998,75.69,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249949&vrn=100100022176412&prver=0&pronetvd=null&region=8&sub_region=8&type=0&report_mode=null
206,"
02.03.2008
",Республика Калмыкия,Сарпинская,10224,10280,0,6058,551,3671,551,6058,46,6563,247,65,60,182,3,0,0,0,0,30,0.45,502,7.6,1408,21.3,4623,69.95,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249949&vrn=100100022176412&prver=0&pronetvd=null&region=8&sub_region=8&type=0&report_mode=null
207,"
02.03.2008
",Республика Калмыкия,Целинная,12971,12937,0,8290,1098,3549,1098,8290,97,9291,488,453,190,35,76,0,0,0,0,68,0.72,463,4.93,1754,18.68,7006,74.63,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249949&vrn=100100022176412&prver=0&pronetvd=null&region=8&sub_region=8&type=0&report_mode=null
208,"
02.03.2008
",Республика Калмыкия,Черноземельская,8486,8532,0,7667,235,630,235,7666,34,7867,282,176,164,106,6,0,0,0,0,30,0.38,48,0.61,295,3.73,7494,94.85,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249949&vrn=100100022176412&prver=0&pronetvd=null&region=8&sub_region=8&type=0&report_mode=null
209,"
02.03.2008
",Республика Калмыкия,Элистинская,84560,75584,0,45275,2227,28082,2227,45245,550,46922,1908,1248,1420,660,72,0,0,0,0,805,1.7,2577,5.43,12654,26.66,30886,65.06,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249949&vrn=100100022176412&prver=0&pronetvd=null&region=8&sub_region=8&type=0&report_mode=null
210,"
02.03.2008
",Республика Калмыкия,Юстинская,7419,7782,0,5556,644,1582,644,5553,33,6164,344,344,59,0,6,0,0,0,0,16,0.26,46,0.74,1186,19.14,4916,79.33,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249949&vrn=100100022176412&prver=0&pronetvd=null&region=8&sub_region=8&type=0&report_mode=null
211,"
02.03.2008
",Республика Калмыкия,Яшалтинская,12094,11839,0,7922,415,3502,415,7922,161,8176,285,188,68,97,15,0,0,0,0,63,0.76,776,9.31,2154,25.84,5183,62.17,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249949&vrn=100100022176412&prver=0&pronetvd=null&region=8&sub_region=8&type=0&report_mode=null
212,"
02.03.2008
",Республика Калмыкия,Яшкульская,9817,10081,0,7605,454,2022,454,7605,46,8013,450,406,133,44,0,0,0,0,0,40,0.5,90,1.12,1317,16.34,6566,81.47,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249949&vrn=100100022176412&prver=0&pronetvd=null&region=8&sub_region=8&type=0&report_mode=null
213,"
02.03.2008
",Самарская область,Алексеевская,9853,10360,0,7250,1086,2024,1086,7250,57,8279,400,392,75,8,0,0,0,0,0,59,0.71,889,10.66,1627,19.52,5704,68.43,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249975&vrn=100100022176412&prver=0&pronetvd=null&region=63&sub_region=63&type=0&report_mode=null
