,elections_year,region,commission_name,voters_number,ballots_number_received,issued_ballots_number_early,issued_ballots_number_voting_day_incide,issued_ballots_number_voting_day_outside,ballots_number_extinguished,ballots_number_portable_boxes,ballots_number_stationary_boxes,ballots_number_invalid,ballots_number_valid,ballots_number_absentee_received,ballots_number_absentee_issued,voters_number_voted_on_absentee_ballots,number_absentee_ballots_unused,ballots_number_absentee_issued_to_tik_voters,ballots_number_lost,ballots_number_not_counted,number_absentee_ballots_lost,number_absentee_ballots_not_taken,bogdanov_andrey_vladimirovich_number,bogdanov_andrey_vladimirovich_percent,zhirinovsky_vladimir_volfovich_number,zhirinovsky_vladimir_volfovich_percent,zyuganov_gennady_andreevich_number,zyuganov_gennady_andreevich_percent,medvedev_dmitry_anatolyevich_number,medvedev_dmitry_anatolyevich_percent,link
72,"
02.03.2008
",Забайкальский край,Карымская,25565,23016,0,14456,1322,7238,1322,14456,170,15608,471,210,199,261,29,0,0,0,0,130,0.82,2380,15.08,3112,19.72,9986,63.29,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022274336&vrn=100100022176412&prver=0&pronetvd=null&region=92&sub_region=92&type=0&report_mode=null
73,"
02.03.2008
",Забайкальский край,Краснокаменская,50432,43880,0,32273,1338,10269,1337,32238,433,33142,905,686,656,219,80,0,0,0,0,310,0.92,4836,14.4,5091,15.16,22905,68.22,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022274336&vrn=100100022176412&prver=0&pronetvd=null&region=92&sub_region=92&type=0&report_mode=null
74,"
02.03.2008
",Забайкальский край,Красночикойская,15561,14688,18,9984,1603,3083,1621,9982,104,11499,368,162,98,206,12,0,0,0,0,84,0.72,1714,14.77,2870,24.73,6831,58.87,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022274336&vrn=100100022176412&prver=0&pronetvd=null&region=92&sub_region=92&type=0&report_mode=null
75,"
02.03.2008
",Забайкальский край,Кыринская,11347,11093,0,6959,905,3229,905,6953,77,7781,279,197,91,82,19,0,0,0,0,50,0.64,1094,13.92,1887,24.01,4750,60.45,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022274336&vrn=100100022176412&prver=0&pronetvd=null&region=92&sub_region=92&type=0&report_mode=null
76,"
02.03.2008
",Забайкальский край,Могочинская,19478,18811,192,11359,661,6599,853,11359,95,12117,360,109,138,251,31,0,0,0,0,122,0.99,1960,16.05,1672,13.69,8363,68.48,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022274336&vrn=100100022176412&prver=0&pronetvd=null&region=92&sub_region=92&type=0&report_mode=null
77,"
02.03.2008
",Забайкальский край,Нерчинская,18776,18221,0,10902,1640,5679,1640,10902,108,12434,360,276,172,84,40,0,0,0,0,102,0.81,1634,13.03,2298,18.32,8400,66.97,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022274336&vrn=100100022176412&prver=0&pronetvd=null&region=92&sub_region=92&type=0&report_mode=null
78,"
02.03.2008
",Забайкальский край,Нерчинско-Заводская,8378,8046,94,5509,487,1956,581,5509,58,6032,293,139,73,154,7,0,0,0,0,55,0.9,835,13.71,1266,20.79,3876,63.65,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022274336&vrn=100100022176412&prver=0&pronetvd=null&region=92&sub_region=92&type=0&report_mode=null
79,"
02.03.2008
",Забайкальский край,Оловяннинская,29968,26653,0,19908,1533,5212,1533,19908,245,21196,391,311,200,80,9,0,0,0,0,123,0.57,2804,13.08,2991,13.95,15278,71.26,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022274336&vrn=100100022176412&prver=0&pronetvd=null&region=92&sub_region=92&type=0&report_mode=null
80,"
02.03.2008
",Забайкальский край,Ононская,8829,8782,0,5812,1094,1876,1094,5811,73,6832,438,330,113,108,11,0,0,0,0,62,0.9,838,12.14,1177,17.05,4755,68.86,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022274336&vrn=100100022176412&prver=0&pronetvd=null&region=92&sub_region=92&type=0&report_mode=null
81,"
02.03.2008
",Забайкальский край,Петровск-Забайкальская,14319,13762,0,9170,1005,3587,1005,9170,94,10081,348,138,72,210,2,0,0,0,0,90,0.88,1613,15.85,2079,20.43,6299,61.91,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022274336&vrn=100100022176412&prver=0&pronetvd=null&region=92&sub_region=92&type=0&report_mode=null
82,"
02.03.2008
",Забайкальский край,Петровск-Забайкальская городская,14259,13940,0,9464,1451,3025,1451,9463,128,10786,375,322,129,53,25,0,0,0,0,86,0.79,1593,14.6,2735,25.06,6372,58.38,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022274336&vrn=100100022176412&prver=0&pronetvd=null&region=92&sub_region=92&type=0&report_mode=null
83,"
02.03.2008
",Забайкальский край,Приаргунская,16847,16480,0,12454,1533,2493,1533,12454,181,13806,401,381,173,20,47,0,0,0,0,100,0.71,1949,13.93,2840,20.3,8917,63.75,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022274336&vrn=100100022176412&prver=0&pronetvd=null&region=92&sub_region=92&type=0&report_mode=null
84,"
02.03.2008
",Забайкальский край,Сретенская,18143,17345,0,11434,1552,4359,1552,11434,139,12847,357,196,119,161,30,0,0,0,0,123,0.95,1855,14.28,2383,18.35,8486,65.35,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022274336&vrn=100100022176412&prver=0&pronetvd=null&region=92&sub_region=92&type=0&report_mode=null
85,"
02.03.2008
",Забайкальский край,Тунгиро-Олекминская,1054,1143,0,903,56,184,56,903,7,952,137,118,11,19,13,0,0,0,0,2,0.21,110,11.47,77,8.03,763,79.56,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022274336&vrn=100100022176412&prver=0&pronetvd=null&region=92&sub_region=92&type=0&report_mode=null
86,"
02.03.2008
",Забайкальский край,Тунгокоченская,10553,10301,0,5749,593,3959,593,5748,61,6280,287,131,54,156,13,0,0,0,0,32,0.5,909,14.34,1350,21.29,3989,62.91,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022274336&vrn=100100022176412&prver=0&pronetvd=null&region=92&sub_region=92&type=0&report_mode=null
87,"
02.03.2008
",Забайкальский край,Улетовская,15983,15683,0,9551,665,5467,665,9551,84,10132,394,194,126,200,6,0,0,0,0,91,0.89,1414,13.84,2692,26.35,5935,58.1,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022274336&vrn=100100022176412&prver=0&pronetvd=null&region=92&sub_region=92&type=0&report_mode=null
88,"
02.03.2008
",Забайкальский край,Хилокская,24338,23291,0,13555,1113,8623,1113,13553,142,14524,383,200,170,183,16,0,0,0,0,147,1.0,2731,18.62,2374,16.19,9272,63.22,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022274336&vrn=100100022176412&prver=0&pronetvd=null&region=92&sub_region=92&type=0&report_mode=null
89,"
02.03.2008
",Забайкальский край,Чернышевская,25361,24328,0,14560,2159,7609,2159,14560,164,16555,380,230,167,150,14,0,0,0,0,157,0.94,2490,14.89,2933,17.54,10975,65.64,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022274336&vrn=100100022176412&prver=0&pronetvd=null&region=92&sub_region=92&type=0&report_mode=null
90,"
02.03.2008
",Забайкальский край,"Чита, Железнодорожная",34986,31900,0,23080,1456,7364,1456,23071,278,24249,850,659,525,191,50,0,0,0,0,330,1.35,4423,18.03,4192,17.09,15304,62.4,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022274336&vrn=100100022176412&prver=0&pronetvd=null&region=92&sub_region=92&type=0&report_mode=null
91,"
02.03.2008
",Забайкальский край,"Чита, Ингодинская",48312,47656,0,36486,2195,8975,2195,36375,479,38091,1295,994,1313,301,116,0,0,0,0,590,1.53,6743,17.48,6175,16.01,24583,63.74,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022274336&vrn=100100022176412&prver=0&pronetvd=null&region=92&sub_region=92&type=0&report_mode=null
92,"
02.03.2008
",Забайкальский край,"Чита, Центральная",87602,79766,0,61839,3619,14308,3619,61553,871,64301,2190,1637,1721,553,99,0,0,0,0,1085,1.66,9456,14.51,11999,18.41,41761,64.08,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022274336&vrn=100100022176412&prver=0&pronetvd=null&region=92&sub_region=92&type=0&report_mode=null
93,"
02.03.2008
",Забайкальский край,"Чита, Черновская",60879,59200,0,38284,2565,18351,2565,38243,396,40412,1335,1051,821,284,52,0,0,0,0,532,1.3,7232,17.72,7067,17.32,25581,62.69,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022274336&vrn=100100022176412&prver=0&pronetvd=null&region=92&sub_region=92&type=0&report_mode=null
94,"
02.03.2008
",Забайкальский край,Читинская,46040,41645,0,26942,2464,12239,2464,26932,365,29031,939,710,590,229,38,0,0,0,0,269,0.92,4729,16.09,5245,17.84,18788,63.91,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022274336&vrn=100100022176412&prver=0&pronetvd=null&region=92&sub_region=92&type=0&report_mode=null
95,"
02.03.2008
",Забайкальский край,ЗАТО п. Горный,6617,6000,0,4844,110,1046,110,4841,56,4895,290,144,59,146,10,0,0,0,0,58,1.17,950,19.19,408,8.24,3479,70.27,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022274336&vrn=100100022176412&prver=0&pronetvd=null&region=92&sub_region=92&type=0&report_mode=null
96,"
02.03.2008
",Забайкальский край,Шелопугинская,6604,6522,0,4278,657,1587,657,4278,50,4885,297,81,46,216,3,0,0,0,0,36,0.73,626,12.68,1299,26.32,2924,59.25,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022274336&vrn=100100022176412&prver=0&pronetvd=null&region=92&sub_region=92&type=0&report_mode=null
97,"
02.03.2008
",Забайкальский край,Шилкинская,34112,31467,0,20204,1724,9539,1724,20192,287,21629,524,409,260,115,48,0,0,0,0,167,0.76,2941,13.42,4704,21.46,13817,63.05,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022274336&vrn=100100022176412&prver=0&pronetvd=null&region=92&sub_region=92&type=0&report_mode=null
98,"
02.03.2008
",Забайкальский край,Агинская,19977,18882,0,14806,1865,2211,1865,14802,67,16600,793,652,463,141,7,0,0,0,0,160,0.96,1344,8.06,1539,9.23,13557,81.34,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022274336&vrn=100100022176412&prver=0&pronetvd=null&region=92&sub_region=92&type=0&report_mode=null
99,"
02.03.2008
",Забайкальский край,Дульдургинская,9915,9646,0,7721,1101,824,1101,7721,35,8787,493,334,131,159,7,0,0,0,0,49,0.56,759,8.6,1092,12.38,6887,78.07,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022274336&vrn=100100022176412&prver=0&pronetvd=null&region=92&sub_region=92&type=0&report_mode=null
100,"
02.03.2008
",Забайкальский край,Могойтуйская,17152,15942,0,13303,2509,130,2508,13303,91,15720,680,647,209,33,20,0,0,0,0,119,0.75,922,5.83,1200,7.59,13479,85.25,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022274336&vrn=100100022176412&prver=0&pronetvd=null&region=92&sub_region=92&type=0&report_mode=null
101,"
02.03.2008
",Приморский край,Анучинская ,10813,10200,269,7216,628,2087,897,7211,86,8022,297,237,208,60,97,0,0,0,0,92,1.13,1143,14.1,1886,23.26,4901,60.45,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249981&vrn=100100022176412&prver=0&pronetvd=null&region=25&sub_region=25&type=0&report_mode=null
102,"
02.03.2008
",Приморский край,Арсеньевская,48945,36300,0,27303,1025,7972,1025,27237,377,27885,818,695,476,123,22,0,0,0,0,545,1.93,4218,14.92,8558,30.28,14564,51.53,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249981&vrn=100100022176412&prver=0&pronetvd=null&region=25&sub_region=25&type=0&report_mode=null
103,"
02.03.2008
",Приморский край,Артемовская,80428,73270,0,54346,2775,16149,2775,54341,594,56522,1255,1184,1070,71,3,0,0,0,0,599,1.05,5087,8.91,9251,16.2,41585,72.81,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249981&vrn=100100022176412&prver=0&pronetvd=null&region=25&sub_region=25&type=0&report_mode=null
104,"
02.03.2008
",Приморский край,Большекаменская,30785,31400,0,19376,1016,11008,1016,19367,357,20026,635,577,238,58,32,0,0,0,0,399,1.96,2880,14.13,5147,25.25,11600,56.91,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249981&vrn=100100022176412&prver=0&pronetvd=null&region=25&sub_region=25&type=0&report_mode=null
105,"
02.03.2008
",Приморский край,"Владивосток, Ленинская",117301,107217,0,53986,1236,51995,1236,53934,1097,54073,1750,1504,1658,246,388,0,0,0,0,1653,2.99,10227,18.54,13304,24.11,28889,52.36,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249981&vrn=100100022176412&prver=0&pronetvd=null&region=25&sub_region=25&type=0&report_mode=null
106,"
02.03.2008
",Приморский край,"Владивосток, Первомайская",121433,114849,10,57248,862,56729,872,57194,885,57181,1950,1395,1054,555,50,0,0,0,0,1208,2.08,9156,15.77,11740,20.22,35077,60.41,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249981&vrn=100100022176412&prver=0&pronetvd=null&region=25&sub_region=25&type=0&report_mode=null
107,"
02.03.2008
",Приморский край,"Владивосток, Первореченская",101628,92932,0,48879,794,43259,794,48837,928,48703,1846,1447,1085,399,54,0,0,0,0,1350,2.72,8639,17.41,12959,26.11,25755,51.89,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249981&vrn=100100022176412&prver=0&pronetvd=null&region=25&sub_region=25&type=0&report_mode=null
108,"
02.03.2008
",Приморский край,"Владивосток, Советская",84795,67150,0,41271,1593,24286,1593,41237,831,41999,1392,995,1518,397,102,0,0,0,0,1018,2.38,6646,15.52,10011,23.37,24324,56.79,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249981&vrn=100100022176412&prver=0&pronetvd=null&region=25&sub_region=25&type=0&report_mode=null
109,"
02.03.2008
",Приморский край,"Владивосток, Фрунзенская",48816,40771,0,26179,569,14023,569,26154,587,26136,925,701,1017,224,25,0,0,0,0,722,2.7,3842,14.38,5870,21.97,15702,58.76,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249981&vrn=100100022176412&prver=0&pronetvd=null&region=25&sub_region=25&type=0&report_mode=null
110,"
02.03.2008
",Приморский край,Дальнегорская,41344,33300,0,22442,781,10077,781,22437,268,22950,429,297,161,132,30,0,0,0,0,347,1.49,3454,14.88,7845,33.79,11304,48.69,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249981&vrn=100100022176412&prver=0&pronetvd=null&region=25&sub_region=25&type=0&report_mode=null
111,"
02.03.2008
",Приморский край,Дальнереченская,8902,9191,53,7074,769,1295,822,7069,204,7687,777,670,125,107,23,0,0,0,0,75,0.95,981,12.43,1603,20.31,5028,63.72,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249981&vrn=100100022176412&prver=0&pronetvd=null&region=25&sub_region=25&type=0&report_mode=null
112,"
02.03.2008
",Приморский край,Дальнереченская городская,24563,24884,66,15809,1653,7356,1719,15809,174,17354,499,465,373,34,101,0,0,0,0,230,1.31,2629,14.99,4299,24.53,10196,58.17,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249981&vrn=100100022176412&prver=0&pronetvd=null&region=25&sub_region=25&type=0&report_mode=null
113,"
02.03.2008
",Приморский край,Кавалеровская,22476,21540,0,13349,972,7219,972,13346,176,14142,600,520,216,80,64,0,0,0,0,199,1.39,2055,14.35,4431,30.95,7457,52.08,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249981&vrn=100100022176412&prver=0&pronetvd=null&region=25&sub_region=25&type=0&report_mode=null
114,"
02.03.2008
",Приморский край,Кировская,18657,18850,35,12298,1005,5512,1040,12298,164,13174,876,738,731,138,264,0,0,0,0,224,1.68,1874,14.05,2802,21.01,8274,62.03,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249981&vrn=100100022176412&prver=0&pronetvd=null&region=25&sub_region=25&type=0&report_mode=null
115,"
02.03.2008
",Приморский край,Красноармейская,14465,13900,0,9948,788,3164,788,9944,184,10548,494,418,139,76,6,0,0,0,0,196,1.83,1982,18.47,2545,23.71,5825,54.28,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249981&vrn=100100022176412&prver=0&pronetvd=null&region=25&sub_region=25&type=0&report_mode=null
116,"
02.03.2008
",Приморский край,Лазовская,11055,12150,0,8410,483,3257,483,8410,119,8774,315,305,80,10,85,0,0,0,0,113,1.27,1008,11.33,1465,16.47,6188,69.58,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249981&vrn=100100022176412&prver=0&pronetvd=null&region=25&sub_region=25&type=0&report_mode=null
117,"
02.03.2008
",Приморский край,Лесозаводская,37258,37170,230,24765,1918,10257,2148,24619,349,26418,961,859,622,102,139,0,0,0,0,380,1.42,4587,17.14,6754,25.23,14697,54.91,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249981&vrn=100100022176412&prver=0&pronetvd=null&region=25&sub_region=25&type=0&report_mode=null
118,"
02.03.2008
",Приморский край,Михайловская,26964,24525,267,15668,1502,7088,1769,15666,215,17220,673,503,211,170,10,0,0,0,0,198,1.14,2670,15.31,3208,18.4,11144,63.92,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249981&vrn=100100022176412&prver=0&pronetvd=null&region=25&sub_region=25&type=0&report_mode=null
119,"
02.03.2008
",Приморский край,Надеждинская,28152,28000,0,17977,1471,8552,1471,17975,511,18935,586,373,330,213,4,0,0,0,0,281,1.45,3378,17.37,4226,21.73,11050,56.82,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100022249981&vrn=100100022176412&prver=0&pronetvd=null&region=25&sub_region=25&type=0&report_mode=null
